user_id,restaurant_id,age,gender,meal_category,review
U479,R479,57,Male,Street Food,The ingredients felt fresh
U480,R480,25,Female,Chinese,making it a memorable dish.
U481,R481,62,Male,Spicy,and the taste did not disappoint.
U482,R482,57,Male,Snacks,Overall
U483,R483,23,Female,Spicy,The portion size was generous
U484,R484,65,Female,Cheesy,but I wouldn't order it again.
U485,R485,25,Male,Healthy,It was just alright; I wouldn't go out of my way to have it again.
U486,R486,45,Female,Dessert,but the seasoning could improve.
U487,R487,38,Female,Snacks,and the taste lived up to expectations.
U488,R488,70,Male,Seafood,I enjoyed it
U489,R489,23,Male,Healthy,a satisfying meal that I would recommend.
U490,R490,40,Male,Spicy,I enjoyed it
U491,R491,50,Female,Street Food,and I appreciated the creativity behind it.
U492,R492,27,Male,Cheesy,I appreciated the effort put into the dish
U493,R493,55,Male,Spicy,I appreciated the effort put into the dish
U494,R494,69,Female,Seafood,I was not a fan of the seasoning; it felt a bit off.
U495,R495,70,Female,Snacks,The consistency was a bit strange; not what I expected.
U496,R496,54,Female,Street Food,It was okay
U497,R497,27,Male,Street Food,It was okay
U498,R498,48,Male,Chinese,I found it to be too oily for my liking.
U499,R499,33,Female,Snacks,The meal was satisfying
U500,R500,38,Female,Vegan,The texture was perfect
U501,R501,46,Male,Cheesy,though not memorable.
U502,R502,66,Female,Healthy,The presentation was impressive
U503,R503,14,Male,Indian Curry,but I wouldn't order it again.
U504,R504,28,Male,Cheesy,I was left wanting more; it felt incomplete.
U505,R505,46,Male,Chinese,but I think it could use a bit more spice.
U506,R506,19,Female,Chinese,I enjoyed it
U507,R507,36,Male,Chinese,The meal was satisfying
U508,R508,10,Male,Seafood,The meal had great potential but ultimately fell short.
U509,R509,15,Male,Cheesy,The flavors were unique
U510,R510,70,Female,Dessert,I appreciated the effort put into the dish
U511,R511,47,Female,Indian Curry,making it a memorable dish.
U512,R512,24,Female,Vegan,I found it to be too oily for my liking.
U513,R513,47,Male,Snacks,The dish was average; I expected more based on the hype.
U514,R514,51,Male,Indian Curry,The meal was satisfying
U515,R515,53,Male,Cheesy,I enjoyed it
U516,R516,30,Male,Chinese,It was quite disappointing; I expected a lot more flavor.
U517,R517,39,Female,Vegan,though not memorable.
U518,R518,55,Female,Vegan,The texture was perfect
U519,R519,67,Male,Street Food,The dish was average; I expected more based on the hype.
U520,R520,40,Female,Seafood,and every bite was a joy!
U521,R521,45,Male,Indian Curry,but I wouldn't order it again.
U522,R522,65,Male,Snacks,but the seasoning could improve.
U523,R523,26,Female,Dessert,The dish was average; I expected more based on the hype.
U524,R524,23,Male,Street Food,and every bite was a joy!
U525,R525,49,Female,Seafood,The portion size was generous
U526,R526,56,Male,Seafood,The ingredients felt fresh
U527,R527,13,Male,Spicy,The dish was average; I expected more based on the hype.
U528,R528,15,Female,Spicy,The ingredients felt fresh
U529,R529,26,Male,Healthy,but it missed the mark.
U530,R530,44,Male,Indian Curry,The dish was well-prepared and the flavors were spot on!
U531,R531,43,Female,Spicy,The aroma was inviting
U532,R532,37,Male,Dessert,but I expected more based on the reviews.
U533,R533,69,Male,Dessert,The meal had great potential but ultimately fell short.
U534,R534,13,Female,Street Food,The ingredients felt fresh
U535,R535,46,Male,Healthy,It was fine
U536,R536,11,Male,Street Food,but the food was just average.
U537,R537,26,Male,Dessert,The dish was well-prepared and the flavors were spot on!
U538,R538,54,Female,Cheesy,I appreciated the effort put into the dish
U539,R539,23,Female,Vegan,Absolutely loved the spices used; it was a delightful experience!
U540,R540,54,Male,Chinese,but it missed the mark.
U541,R541,63,Male,Indian Curry,It was okay
U542,R542,65,Male,Seafood,The flavors were unique
U543,R543,49,Male,Cheesy,I found the meal to be quite average; nothing particularly stood out.
U544,R544,32,Male,Snacks,Absolutely loved the spices used; it was a delightful experience!
U545,R545,28,Male,Chinese,The dish was well-prepared and the flavors were spot on!
U546,R546,65,Male,Healthy,The texture was perfect
U547,R547,66,Female,Spicy,but it missed the mark.
U548,R548,49,Female,Healthy,It was just alright; I wouldn't go out of my way to have it again.
U549,R549,27,Female,Indian Curry,I enjoyed the freshness of the ingredients; it made a difference.
U550,R550,56,Female,Spicy,but the food was just average.
U551,R551,19,Female,Seafood,The ingredients felt fresh
U552,R552,10,Male,Spicy,The aroma was inviting
U553,R553,25,Female,Snacks,The portion size was generous
U554,R554,23,Male,Dessert,I was surprised by how bland the dish turned out to be.
U555,R555,29,Female,Chinese,and the taste lived up to expectations.
U556,R556,25,Female,Street Food,and I appreciated the creativity behind it.
U557,R557,36,Male,Seafood,I was left wanting more; it felt incomplete.
U558,R558,29,Female,Chinese,I appreciated the effort put into the dish
U559,R559,35,Female,Vegan,I was thrilled with how flavorful it was; a real treat!
U560,R560,52,Female,Indian Curry,and the taste did not disappoint.
U561,R561,41,Female,Vegan,I found the meal to be quite average; nothing particularly stood out.
U562,R562,48,Female,Seafood,It was okay
U563,R563,37,Male,Spicy,I found it to be too oily for my liking.
U564,R564,25,Female,Cheesy,I found the meal to be quite average; nothing particularly stood out.
U565,R565,50,Male,Street Food,I appreciated the effort put into the dish
U566,R566,56,Female,Spicy,The food was decent
U567,R567,49,Male,Seafood,It was okay
U568,R568,42,Female,Snacks,It was okay
U569,R569,36,Male,Dessert,The ingredients felt fresh
U570,R570,48,Male,Healthy,though not memorable.
U571,R571,63,Male,Chinese,making it a memorable dish.
U572,R572,70,Female,Snacks,but I think it could use a bit more spice.
U573,R573,10,Female,Snacks,I was not a fan of the seasoning; it felt a bit off.
U574,R574,27,Female,Cheesy,The portion size was generous
U575,R575,33,Male,Seafood,but the seasoning could improve.
U576,R576,38,Female,Cheesy,The flavors were unique
U577,R577,54,Female,Street Food,The ingredients felt fresh
U578,R578,63,Female,Spicy,I was surprised by how bland the dish turned out to be.
U579,R579,25,Male,Chinese,making it a memorable dish.
U580,R580,62,Female,Cheesy,The flavors were unique
U581,R581,12,Female,Indian Curry,but I wouldn't order it again.
U582,R582,35,Female,Spicy,The overall experience was pleasant
U583,R583,30,Male,Snacks,I appreciated the effort put into the dish
U584,R584,66,Female,Chinese,though not memorable.
U585,R585,63,Male,Seafood,The aroma was inviting
U586,R586,28,Male,Snacks,but the seasoning could improve.
U587,R587,48,Female,Healthy,The meal was packed with flavor; I can't wait to have it again!
U588,R588,13,Female,Vegan,I found it to be too oily for my liking.
U589,R589,41,Male,Snacks,and every bite was a joy!
U590,R590,16,Female,Spicy,but I feel there are better options available.
U591,R591,67,Male,Healthy,I loved the combination of flavors; it was a delightful surprise.
U592,R592,56,Female,Chinese,The aroma was inviting
U593,R593,51,Male,Indian Curry,The presentation was impressive
U594,R594,22,Male,Street Food,and I appreciated the creativity behind it.
U595,R595,26,Male,Seafood,Absolutely loved the spices used; it was a delightful experience!
U596,R596,35,Female,Vegan,The service was excellent
U597,R597,13,Male,Cheesy,Absolutely loved the spices used; it was a delightful experience!
U598,R598,63,Male,Healthy,and I appreciated the creativity behind it.
U599,R599,21,Male,Seafood,The overall experience was pleasant
U600,R600,28,Male,Chinese,The dish was average; I expected more based on the hype.
U601,R601,34,Male,Seafood,but I wouldn't order it again.
U602,R602,35,Female,Indian Curry,I found the meal to be quite average; nothing particularly stood out.
U603,R603,28,Female,Dessert,but I think it could use a bit more spice.
U604,R604,20,Female,Healthy,The food was decent
U605,R605,62,Male,Seafood,and the taste did not disappoint.
U606,R606,37,Female,Street Food,I loved the combination of flavors; it was a delightful surprise.
U607,R607,24,Male,Street Food,but I expected more based on the reviews.
U608,R608,10,Male,Healthy,The dish was well-prepared and the flavors were spot on!
U609,R609,39,Male,Vegan,making it a good value.
U610,R610,67,Female,Spicy,The service was excellent
U611,R611,13,Female,Vegan,The meal had great potential but ultimately fell short.
U612,R612,55,Male,Street Food,It was okay
U613,R613,52,Female,Indian Curry,I found it to be too oily for my liking.
U614,R614,39,Male,Spicy,I was surprised by how bland the dish turned out to be.
U615,R615,30,Female,Cheesy,and the taste did not disappoint.
U616,R616,62,Male,Snacks,It was quite disappointing; I expected a lot more flavor.
U617,R617,16,Female,Snacks,but I think it could use a bit more spice.
U618,R618,47,Male,Vegan,but I wouldn't order it again.
U619,R619,33,Male,Cheesy,It was okay
U620,R620,29,Male,Vegan,The meal was satisfying
U621,R621,60,Male,Spicy,The meal was satisfying
U622,R622,59,Female,Dessert,making it a good value.
U623,R623,21,Female,Vegan,making it a good value.
U624,R624,61,Male,Chinese,I was surprised by how bland the dish turned out to be.
U625,R625,61,Female,Vegan,I was surprised by how bland the dish turned out to be.
U626,R626,52,Male,Vegan,I enjoyed it
U627,R627,60,Female,Dessert,The meal was packed with flavor; I can't wait to have it again!
U628,R628,18,Female,Snacks,I was not a fan of the seasoning; it felt a bit off.
U629,R629,57,Female,Cheesy,The consistency was a bit strange; not what I expected.
U630,R630,42,Male,Healthy,The dish was average; I expected more based on the hype.
U631,R631,38,Female,Seafood,The service was excellent
U632,R632,38,Male,Healthy,but I think it could use a bit more spice.
U633,R633,50,Male,Cheesy,but it missed the mark.
U634,R634,46,Female,Snacks,but the food was just average.
U635,R635,38,Female,Dessert,The overall experience was pleasant
U636,R636,49,Female,Indian Curry,but the food was just average.
U637,R637,32,Male,Cheesy,but I expected more based on the reviews.
U638,R638,45,Male,Seafood,The dish was average; I expected more based on the hype.
U639,R639,16,Female,Spicy,The dish was well-prepared and the flavors were spot on!
U640,R640,25,Male,Chinese,but I wouldn't order it again.
U641,R641,54,Female,Indian Curry,making it a good value.
U642,R642,42,Male,Chinese,It was okay
U643,R643,64,Female,Snacks,but I wouldn't order it again.
U644,R644,38,Male,Spicy,I enjoyed the freshness of the ingredients; it made a difference.
U645,R645,38,Female,Dessert,It was fine
U646,R646,23,Male,Spicy,The consistency was a bit strange; not what I expected.
U647,R647,28,Male,Indian Curry,The aroma was inviting
U648,R648,48,Male,Street Food,a satisfying meal that I would recommend.
U649,R649,58,Male,Seafood,but the seasoning could improve.
U650,R650,51,Female,Seafood,I found it to be too oily for my liking.
U651,R651,70,Female,Healthy,The aroma was inviting
U652,R652,18,Female,Seafood,and the taste did not disappoint.
U653,R653,62,Male,Spicy,but it missed the mark.
U654,R654,39,Male,Healthy,I found it to be too oily for my liking.
U655,R655,56,Male,Healthy,but I think it could use a bit more spice.
U656,R656,34,Male,Cheesy,but I feel there are better options available.
U657,R657,24,Female,Cheesy,The ingredients felt fresh
U658,R658,25,Female,Dessert,a satisfying meal that I would recommend.
U659,R659,39,Male,Seafood,I appreciated the effort put into the dish
U660,R660,12,Female,Dessert,a satisfying meal that I would recommend.
U661,R661,20,Male,Spicy,The overall experience was pleasant
U662,R662,56,Female,Street Food,Overall
U663,R663,68,Female,Street Food,It was quite disappointing; I expected a lot more flavor.
U664,R664,31,Female,Street Food,The meal had great potential but ultimately fell short.
U665,R665,48,Female,Cheesy,I found the meal to be quite average; nothing particularly stood out.
U666,R666,28,Female,Vegan,The portion size was generous
U667,R667,35,Male,Spicy,The food was decent
U668,R668,27,Female,Spicy,I enjoyed the freshness of the ingredients; it made a difference.
U669,R669,66,Male,Seafood,and every bite was a joy!
U670,R670,16,Male,Indian Curry,but I think it could use a bit more spice.
U671,R671,15,Female,Indian Curry,and I appreciated the creativity behind it.
U672,R672,24,Male,Street Food,I was not a fan of the seasoning; it felt a bit off.
U673,R673,51,Female,Spicy,The meal was packed with flavor; I can't wait to have it again!
U674,R674,25,Male,Dessert,a satisfying meal that I would recommend.
U675,R675,63,Male,Chinese,I enjoyed it
U676,R676,19,Female,Street Food,The ingredients felt fresh
U677,R677,15,Female,Dessert,I loved the combination of flavors; it was a delightful surprise.
U678,R678,55,Male,Spicy,and the taste lived up to expectations.
U679,R679,58,Male,Cheesy,The ingredients felt fresh
U680,R680,63,Male,Snacks,The food was decent
U681,R681,58,Female,Vegan,It was just alright; I wouldn't go out of my way to have it again.
U682,R682,63,Male,Spicy,The portion size was generous
U683,R683,55,Female,Healthy,Absolutely loved the spices used; it was a delightful experience!
U684,R684,64,Male,Seafood,making it a memorable dish.
U685,R685,44,Female,Snacks,I enjoyed the freshness of the ingredients; it made a difference.
U686,R686,58,Female,Street Food,The meal was packed with flavor; I can't wait to have it again!
U687,R687,28,Male,Seafood,It was just alright; I wouldn't go out of my way to have it again.
U688,R688,66,Female,Vegan,but it missed the mark.
U689,R689,30,Female,Snacks,The texture was perfect
U690,R690,52,Female,Cheesy,making it a memorable dish.
U691,R691,66,Male,Snacks,The flavors were unique
U692,R692,10,Male,Dessert,I found the meal to be quite average; nothing particularly stood out.
U693,R693,33,Male,Snacks,I was left wanting more; it felt incomplete.
U694,R694,12,Female,Chinese,The dish was average; I expected more based on the hype.
U695,R695,33,Female,Indian Curry,I enjoyed it
U696,R696,30,Female,Spicy,The portion size was generous
U697,R697,14,Male,Healthy,a satisfying meal that I would recommend.
U698,R698,23,Male,Cheesy,I was thrilled with how flavorful it was; a real treat!
U699,R699,55,Female,Street Food,a satisfying meal that I would recommend.
U700,R700,55,Female,Vegan,Overall
U701,R701,25,Female,Indian Curry,The texture was perfect
U702,R702,33,Female,Seafood,I enjoyed it
U703,R703,15,Female,Street Food,The portion size was generous
U704,R704,31,Male,Seafood,I enjoyed the freshness of the ingredients; it made a difference.
U705,R705,32,Female,Snacks,The ingredients felt fresh
U706,R706,38,Female,Seafood,and the taste lived up to expectations.
U707,R707,47,Female,Spicy,The service was excellent
U708,R708,20,Female,Seafood,The meal was packed with flavor; I can't wait to have it again!
U709,R709,66,Male,Healthy,but I feel there are better options available.
U710,R710,48,Male,Dessert,The aroma was inviting
U711,R711,48,Male,Cheesy,I was left wanting more; it felt incomplete.
U712,R712,38,Male,Snacks,but I feel there are better options available.
U713,R713,19,Female,Spicy,making it a good value.
U714,R714,40,Male,Dessert,I loved the combination of flavors; it was a delightful surprise.
U715,R715,16,Female,Dessert,and every bite was a joy!
U716,R716,16,Male,Chinese,The dish was average; I expected more based on the hype.
U717,R717,41,Male,Dessert,It was fine
U718,R718,30,Male,Seafood,though not memorable.
U719,R719,48,Male,Vegan,making it a memorable dish.
U720,R720,29,Male,Healthy,making it a good value.
U721,R721,55,Female,Indian Curry,Absolutely loved the spices used; it was a delightful experience!
U722,R722,17,Female,Chinese,I enjoyed the freshness of the ingredients; it made a difference.
U723,R723,18,Female,Chinese,I found the meal to be quite average; nothing particularly stood out.
U724,R724,40,Female,Dessert,making it a good value.
U725,R725,18,Male,Cheesy,I was thrilled with how flavorful it was; a real treat!
U726,R726,60,Female,Indian Curry,but I think it could use a bit more spice.
U727,R727,53,Female,Chinese,but the food was just average.
U728,R728,19,Male,Chinese,It was fine
U729,R729,43,Male,Chinese,but I expected more based on the reviews.
U730,R730,27,Male,Healthy,The dish was average; I expected more based on the hype.
U731,R731,70,Female,Healthy,Absolutely loved the spices used; it was a delightful experience!
U732,R732,68,Female,Street Food,The aroma was inviting
U733,R733,58,Female,Snacks,Overall
U734,R734,30,Male,Snacks,and the taste did not disappoint.
U735,R735,16,Female,Cheesy,The dish was average; I expected more based on the hype.
U736,R736,47,Female,Seafood,and the taste did not disappoint.
U737,R737,28,Female,Snacks,I was not a fan of the seasoning; it felt a bit off.
U738,R738,20,Female,Dessert,The presentation was impressive
U739,R739,70,Female,Snacks,I found it to be too oily for my liking.
U740,R740,34,Female,Vegan,The portion size was generous
U741,R741,40,Male,Healthy,Overall
U742,R742,42,Male,Dessert,but I think it could use a bit more spice.
U743,R743,55,Female,Street Food,The dish was well-prepared and the flavors were spot on!
U744,R744,40,Female,Cheesy,I was surprised by how bland the dish turned out to be.
U745,R745,54,Male,Cheesy,The food was decent
U746,R746,62,Male,Indian Curry,The meal was packed with flavor; I can't wait to have it again!
U747,R747,54,Male,Healthy,but I feel there are better options available.
U748,R748,15,Male,Seafood,It was quite disappointing; I expected a lot more flavor.
U749,R749,41,Male,Chinese,The food was decent
U750,R750,51,Male,Street Food,but I think it could use a bit more spice.
U751,R751,11,Male,Vegan,Absolutely loved the spices used; it was a delightful experience!
U752,R752,25,Female,Chinese,It was quite disappointing; I expected a lot more flavor.
U753,R753,52,Female,Dessert,making it a good value.
U754,R754,69,Male,Snacks,but the food was just average.
U755,R755,12,Male,Seafood,The service was excellent
U756,R756,39,Male,Seafood,I found the meal to be quite average; nothing particularly stood out.
U757,R757,36,Female,Seafood,making it a good value.
U758,R758,38,Female,Chinese,I was left wanting more; it felt incomplete.
U759,R759,30,Male,Vegan,The meal had great potential but ultimately fell short.
U760,R760,70,Female,Healthy,I was not a fan of the seasoning; it felt a bit off.
U761,R761,15,Male,Spicy,making it a memorable dish.
U762,R762,64,Male,Dessert,I appreciated the effort put into the dish
U763,R763,42,Female,Cheesy,I found the meal to be quite average; nothing particularly stood out.
U764,R764,60,Male,Vegan,I was left wanting more; it felt incomplete.
U765,R765,14,Female,Seafood,but I think it could use a bit more spice.
U766,R766,12,Male,Vegan,I loved the combination of flavors; it was a delightful surprise.
U767,R767,63,Male,Vegan,I was surprised by how bland the dish turned out to be.
U768,R768,65,Female,Seafood,I enjoyed the freshness of the ingredients; it made a difference.
U769,R769,10,Female,Cheesy,I appreciated the effort put into the dish
U770,R770,46,Female,Snacks,I enjoyed it
U771,R771,60,Male,Cheesy,I enjoyed it
U772,R772,39,Male,Snacks,but the seasoning could improve.
U773,R773,56,Male,Seafood,The presentation was impressive
U774,R774,61,Male,Cheesy,but it missed the mark.
U775,R775,52,Female,Spicy,The overall experience was pleasant
U776,R776,52,Female,Indian Curry,The food was decent
U777,R777,35,Male,Dessert,The meal was packed with flavor; I can't wait to have it again!
U778,R778,28,Male,Snacks,and every bite was a joy!
U779,R779,28,Male,Vegan,I appreciated the effort put into the dish
U780,R780,66,Male,Snacks,I appreciated the effort put into the dish
U781,R781,32,Male,Seafood,though not memorable.
U782,R782,61,Female,Seafood,I was surprised by how bland the dish turned out to be.
U783,R783,56,Male,Seafood,The dish was average; I expected more based on the hype.
U784,R784,52,Male,Cheesy,Absolutely loved the spices used; it was a delightful experience!
U785,R785,30,Female,Chinese,The portion size was generous
U786,R786,53,Male,Seafood,The texture was perfect
U787,R787,57,Female,Spicy,Overall
U788,R788,14,Male,Street Food,The service was excellent
U789,R789,35,Female,Indian Curry,The flavors were unique
U790,R790,36,Male,Dessert,The texture was perfect
U791,R791,16,Female,Street Food,The aroma was inviting
U792,R792,25,Male,Street Food,It was quite disappointing; I expected a lot more flavor.
U793,R793,68,Female,Spicy,The aroma was inviting
U794,R794,64,Male,Healthy,The meal was satisfying
U795,R795,41,Male,Spicy,a satisfying meal that I would recommend.
U796,R796,12,Female,Seafood,and every bite was a joy!
U797,R797,41,Female,Chinese,The dish was well-prepared and the flavors were spot on!
U798,R798,43,Male,Cheesy,and the taste lived up to expectations.
U799,R799,25,Female,Indian Curry,though not memorable.
U800,R800,19,Male,Spicy,making it a good value.
U801,R801,19,Female,Vegan,and every bite was a joy!
U802,R802,29,Female,Indian Curry,and the taste did not disappoint.
U803,R803,43,Male,Spicy,The flavors were unique
U804,R804,40,Male,Vegan,but I feel there are better options available.
U805,R805,22,Male,Snacks,The meal was packed with flavor; I can't wait to have it again!
U806,R806,42,Female,Vegan,I was surprised by how bland the dish turned out to be.
U807,R807,13,Female,Indian Curry,but the seasoning could improve.
U808,R808,14,Female,Spicy,but I feel there are better options available.
U809,R809,16,Male,Cheesy,The food was decent
U810,R810,10,Male,Dessert,but the food was just average.
U811,R811,60,Male,Seafood,though not memorable.
U812,R812,59,Female,Cheesy,The flavors were unique
U813,R813,59,Male,Spicy,I loved the combination of flavors; it was a delightful surprise.
U814,R814,45,Male,Street Food,The meal was packed with flavor; I can't wait to have it again!
U815,R815,11,Female,Dessert,The consistency was a bit strange; not what I expected.
U816,R816,53,Male,Indian Curry,making it a memorable dish.
U817,R817,56,Male,Vegan,The portion size was generous
U818,R818,30,Male,Chinese,but the seasoning could improve.
U819,R819,63,Male,Snacks,The ingredients felt fresh
U820,R820,50,Female,Spicy,and the taste did not disappoint.
U821,R821,35,Male,Street Food,and the taste lived up to expectations.
U822,R822,19,Male,Spicy,The food was decent
U823,R823,53,Female,Dessert,The service was excellent
U824,R824,17,Male,Healthy,but the food was just average.
U825,R825,45,Female,Snacks,I was thrilled with how flavorful it was; a real treat!
U826,R826,60,Female,Vegan,The service was excellent
U827,R827,55,Male,Dessert,It was okay
U828,R828,41,Male,Seafood,The meal was satisfying
U829,R829,58,Female,Indian Curry,but it missed the mark.
U830,R830,34,Female,Healthy,The meal had great potential but ultimately fell short.
U831,R831,13,Male,Healthy,making it a good value.
U832,R832,44,Male,Spicy,though not memorable.
U833,R833,59,Female,Vegan,I found the meal to be quite average; nothing particularly stood out.
U834,R834,51,Male,Seafood,I appreciated the effort put into the dish
U835,R835,46,Female,Dessert,I appreciated the effort put into the dish
U836,R836,41,Male,Vegan,but I feel there are better options available.
U837,R837,22,Male,Snacks,and the taste did not disappoint.
U838,R838,24,Male,Snacks,I loved the combination of flavors; it was a delightful surprise.
U839,R839,42,Female,Dessert,The dish was well-prepared and the flavors were spot on!
U840,R840,64,Female,Dessert,but I expected more based on the reviews.
U841,R841,14,Male,Healthy,but I expected more based on the reviews.
U842,R842,70,Male,Street Food,I found it to be too oily for my liking.
U843,R843,10,Female,Dessert,a satisfying meal that I would recommend.
U844,R844,20,Female,Cheesy,The service was excellent
U845,R845,61,Male,Cheesy,making it a good value.
U846,R846,15,Female,Seafood,I was left wanting more; it felt incomplete.
U847,R847,58,Female,Street Food,though not memorable.
U848,R848,57,Female,Cheesy,It was okay
U849,R849,51,Female,Healthy,The meal was packed with flavor; I can't wait to have it again!
U850,R850,61,Female,Cheesy,The consistency was a bit strange; not what I expected.
U851,R851,38,Male,Healthy,I found it to be too oily for my liking.
U852,R852,18,Female,Vegan,a satisfying meal that I would recommend.
U853,R853,18,Female,Spicy,I loved the combination of flavors; it was a delightful surprise.
U854,R854,53,Male,Dessert,The food was decent
U855,R855,18,Female,Cheesy,The aroma was inviting
U856,R856,65,Female,Cheesy,The aroma was inviting
U857,R857,28,Female,Indian Curry,The service was excellent
U858,R858,10,Male,Spicy,making it a memorable dish.
U859,R859,27,Male,Street Food,I was left wanting more; it felt incomplete.
U860,R860,32,Female,Vegan,I enjoyed the freshness of the ingredients; it made a difference.
U861,R861,25,Female,Snacks,The dish was well-prepared and the flavors were spot on!
U862,R862,42,Male,Snacks,The overall experience was pleasant
U863,R863,48,Male,Snacks,but I feel there are better options available.
U864,R864,35,Male,Dessert,I found the meal to be quite average; nothing particularly stood out.
U865,R865,12,Female,Healthy,The meal had great potential but ultimately fell short.
U866,R866,36,Female,Dessert,Overall
U867,R867,11,Female,Seafood,but I feel there are better options available.
U868,R868,14,Female,Cheesy,I was not a fan of the seasoning; it felt a bit off.
U869,R869,10,Male,Healthy,but I expected more based on the reviews.
U870,R870,54,Male,Snacks,but the food was just average.
U871,R871,35,Male,Spicy,The service was excellent
U872,R872,70,Female,Healthy,but it missed the mark.
U873,R873,41,Female,Vegan,I loved the combination of flavors; it was a delightful surprise.
U874,R874,27,Male,Street Food,I found it to be too oily for my liking.
U875,R875,63,Male,Street Food,The portion size was generous
U876,R876,38,Male,Spicy,I found it to be too oily for my liking.
U877,R877,21,Male,Cheesy,The consistency was a bit strange; not what I expected.
U878,R878,12,Male,Spicy,The service was excellent
U879,R879,24,Female,Street Food,I found the meal to be quite average; nothing particularly stood out.
U880,R880,49,Female,Chinese,I enjoyed the freshness of the ingredients; it made a difference.
U881,R881,16,Male,Snacks,The meal was satisfying
U882,R882,15,Female,Spicy,The aroma was inviting
U883,R883,55,Female,Spicy,though not memorable.
U884,R884,47,Male,Cheesy,though not memorable.
U885,R885,13,Male,Seafood,It was quite disappointing; I expected a lot more flavor.
U886,R886,63,Female,Dessert,I was not a fan of the seasoning; it felt a bit off.
U887,R887,67,Male,Snacks,The aroma was inviting
U888,R888,20,Male,Dessert,and every bite was a joy!
U889,R889,19,Female,Seafood,Absolutely loved the spices used; it was a delightful experience!
U890,R890,53,Male,Snacks,but I wouldn't order it again.
U891,R891,64,Male,Seafood,and the taste lived up to expectations.
U892,R892,46,Female,Healthy,I was thrilled with how flavorful it was; a real treat!
U893,R893,35,Female,Seafood,and the taste did not disappoint.
U894,R894,26,Female,Seafood,The meal was satisfying
U895,R895,36,Male,Cheesy,I was surprised by how bland the dish turned out to be.
U896,R896,62,Female,Cheesy,and the taste lived up to expectations.
U897,R897,10,Male,Healthy,The portion size was generous
U898,R898,39,Male,Cheesy,and the taste lived up to expectations.
U899,R899,44,Male,Indian Curry,The meal was packed with flavor; I can't wait to have it again!
U900,R900,26,Male,Indian Curry,The food was decent
U901,R901,61,Female,Cheesy,I enjoyed it
U902,R902,38,Male,Chinese,The aroma was inviting
U903,R903,58,Female,Street Food,The food was decent
U904,R904,13,Female,Indian Curry,I appreciated the effort put into the dish
U905,R905,54,Female,Indian Curry,I found it to be too oily for my liking.
U906,R906,33,Female,Seafood,The ingredients felt fresh
U907,R907,38,Male,Chinese,but I expected more based on the reviews.
U908,R908,56,Male,Healthy,The texture was perfect
U909,R909,58,Male,Street Food,The overall experience was pleasant
U910,R910,26,Female,Seafood,I was left wanting more; it felt incomplete.
U911,R911,31,Male,Spicy,I was surprised by how bland the dish turned out to be.
U912,R912,22,Female,Indian Curry,The dish was average; I expected more based on the hype.
U913,R913,43,Male,Cheesy,Overall
U914,R914,36,Female,Healthy,The meal had great potential but ultimately fell short.
U915,R915,63,Female,Cheesy,making it a good value.
U916,R916,13,Male,Vegan,I loved the combination of flavors; it was a delightful surprise.
U917,R917,30,Female,Spicy,but the seasoning could improve.
U918,R918,67,Female,Vegan,The presentation was impressive
U919,R919,35,Female,Street Food,The aroma was inviting
U920,R920,20,Female,Spicy,and the taste lived up to expectations.
U921,R921,67,Male,Chinese,I was left wanting more; it felt incomplete.
U922,R922,55,Male,Dessert,The meal was satisfying
U923,R923,24,Male,Spicy,but the seasoning could improve.
U924,R924,60,Female,Snacks,I was not a fan of the seasoning; it felt a bit off.
U925,R925,67,Male,Seafood,I loved the combination of flavors; it was a delightful surprise.
U926,R926,35,Female,Indian Curry,The service was excellent
U927,R927,53,Female,Chinese,I found the meal to be quite average; nothing particularly stood out.
U928,R928,20,Female,Spicy,The presentation was impressive
U929,R929,55,Female,Dessert,though not memorable.
U930,R930,28,Female,Indian Curry,The food was decent
U931,R931,44,Female,Healthy,but I feel there are better options available.
U932,R932,47,Male,Chinese,The presentation was impressive
U933,R933,20,Female,Snacks,I enjoyed the freshness of the ingredients; it made a difference.
U934,R934,46,Female,Cheesy,The meal was satisfying
U935,R935,16,Male,Dessert,I loved the combination of flavors; it was a delightful surprise.
U936,R936,45,Male,Seafood,The meal was satisfying
U937,R937,66,Female,Street Food,and the taste lived up to expectations.
U938,R938,33,Female,Cheesy,The texture was perfect
U939,R939,45,Female,Chinese,The texture was perfect
U940,R940,24,Male,Indian Curry,but the seasoning could improve.
U941,R941,20,Female,Street Food,The overall experience was pleasant
U942,R942,20,Female,Seafood,but the food was just average.
U943,R943,39,Female,Cheesy,a satisfying meal that I would recommend.
U944,R944,11,Male,Vegan,I enjoyed it
U945,R945,41,Male,Seafood,but the food was just average.
U946,R946,16,Female,Seafood,but I think it could use a bit more spice.
U947,R947,28,Female,Indian Curry,It was okay
U948,R948,32,Female,Healthy,The flavors were unique
U949,R949,13,Male,Spicy,The meal was satisfying
U950,R950,57,Male,Indian Curry,I enjoyed it
U951,R951,56,Male,Cheesy,I was thrilled with how flavorful it was; a real treat!
U952,R952,25,Female,Street Food,The meal had great potential but ultimately fell short.
U953,R953,68,Male,Dessert,making it a memorable dish.
U954,R954,43,Female,Indian Curry,The ingredients felt fresh
U955,R955,50,Female,Snacks,but it missed the mark.
U956,R956,54,Female,Seafood,The dish was average; I expected more based on the hype.
